book_id,goodreads_book_id,title,authors,average_rating,ratings_count,to_read_count,tag_list
8669,2865944,If You Give a Cat a Cupcake,"Laura Joffe Numeroff, Felicia Bond",4.2,11948,9,"to-read, childhood, classroom, comedy, children-s-book"
8670,11099729,Darth Plagueis,James Luceno,4.07,9052,18,"to-read, star-wars-universe, want-to-read, did-not-finish, unfinished"
8671,26072609,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss","Anderson Cooper, Gloria Vanderbilt",3.79,10758,18,"to-read, 2016-books-read, bios-memoirs, finished, to-read-nonfiction"
8672,23208397,Underground Airlines,Ben H. Winters,3.88,9728,87,"to-read, sf, 2017-read, netgalley, 2017-reading-challenge"
8673,644655,"Raven Black (Shetland Island, #1)",Ann Cleeves,3.85,10617,39,"to-read, audible, mysteries-thrillers, e-books, read-2014"
8674,12019355,"Infamous (Chronicles of Nick, #3)",Sherrilyn Kenyon,4.36,8185,12,"to-read, shapeshifters, read-in-2014, read-in-2015, re-read"
8675,792938,Having Our Say: The Delany Sisters' First 100 Years,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",4.14,11668,19,"to-read, bio-memoirs, autobiography-biography, racism, social-justice"
8676,1862313,Lush Life,Richard Price,3.69,9478,29,"to-read, general-fiction, guardian-1000, murder, want"
8677,152662,What's Eating Gilbert Grape,Peter Hedges,4.1,11352,32,"to-read, reading-challenge, to-read-again, books-to-buy, comedy"
8678,15723286,"Curtsies & Conspiracies (Finishing School, #2)",Gail Carriger,4.11,15078,17,"to-read, teen-fiction, female-author, school, humour"
8679,22551743,The Truth According to Us,Annie Barrows,3.75,9815,85,"historical-fiction, relationships, young-adult, bootlegging, 2015-reading-challenge"
8680,11432,"Reunion (Redemption, #5)","Karen Kingsbury, Gary Smalley",4.49,11105,8,"to-read, e-book, 2012-reads, relationships, personal-library"
8681,16256,"More Tales of the City (Tales of the City, #2)",Armistead Maupin,4.18,9799,6,"to-read, part-of-a-series, lgbt-fiction, fiction-literature, sf"
8682,110871,Thérèse Raquin,"Émile Zola, Robin Buss",3.71,10734,11,"to-read, read-in-2016, classique, penguin-classics, classic-fiction"
8683,10209997,The Night Strangers,Chris Bohjalian,3.16,12907,65,"to-read, owned-books, general-fiction, bohjalian, 2011-books"
8684,17557143,"The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)",J.S. Scott,4.0,7492,2,"currently-reading, didn-t-finish, alpha-men, sexy-romance, hot-and-steamy"
8685,28965131,Behind Her Eyes,Sarah Pinborough,3.77,17944,68,"to-read, female-author, sarah-pinborough, books-read-2017, supernatural"
8686,129798,The King in Yellow and Other Horror Stories,"Robert W. Chambers, E.F. Bleiler",3.57,5719,39,"to-read, audiobooks, horror-fiction, dark-fantasy, to-read-horror"
8687,77427,H.M.S. Surprise,Patrick O'Brian,4.42,10513,10,"to-read, britain, historicalfiction, stories, lit"
8688,665,The Virtue of Selfishness: A New Concept of Egoism,"Ayn Rand, Nathaniel Branden",3.47,10198,43,"to-read, i-own, political-philosophy, specific, 1960s"
8689,2449962,"Twenty Wishes (Blossom Street, #5)",Debbie Macomber,4.16,12324,7,"to-read, widows, finished, read-2013, audio-book"
8690,3479967,Through Black Spruce,Joseph Boyden,4.11,10305,44,"to-read, giller-prize-winner, kobo, adult-books, 2013-reads"
8691,6928893,One Good Dog,Susan  Wilson,4.07,10379,90,"to-read, maybe, doggies, animals-dogs, animal-books"
8692,15050,Sexing the Cherry,Jeanette Winterson,3.83,10450,22,"to-read, lgbtqia, poetry, 1001-books-you-must-read, 1001books"
8693,6674372,The Murderer's Daughters,Randy Susan Meyers,3.68,10567,57,"to-read, e-books, 2011-books, chic-lit, want-to-buy"
8694,1158706,"Strangers in Death (In Death, #26)",J.D. Robb,4.29,15651,12,"to-read, to-buy, read-in-2008, crime-thriller, read-in-2013"
8695,10929432,"The Archived (The Archived, #1)",Victoria Schwab,4.02,16580,202,"to-read, maybe-to-read, reread, recommendations, incomplete-series"
8696,251446,Glengarry Glen Ross,David Mamet,3.95,11636,17,"to-read, read-in-2014, men, books-to-movies, movie"
8697,10506,The Island of the Day Before,Umberto Eco,3.43,9723,18,"to-read, literatuur, fiction-general, literatura, could-not-finish"
8698,25332115,The Sound of Gravel,Ruth Wariner,4.15,12045,99,"to-read, recommended, books-read-in-2017, women-authors, want-to-read"
8699,194870,The Complete Adventures of Peter Rabbit,Beatrix Potter,4.46,13271,1,"to-read, 5-star, for-kids, children-books, read-as-a-child"
8700,1275105,A Charlie Brown Christmas,Charles M. Schulz,4.48,11639,3,"christmas, classroom, youth, shelfari-favorites, audiobook"
8701,280958,"Sin City: Una Dura Despedida, #1 de 3",Frank Miller,4.21,9115,21,"to-read, x, tebeos-indy, tbb, tebeos-usa"
8702,3115070,"Hostage to Pleasure (Psy-Changeling, #5)",Nalini Singh,4.22,19705,8,"to-read, read-2015, para-romance, paperback, read-2014"
8703,385255,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,4.23,9053,33,"to-read, did-not-finish, nf, social, bildungsroman"
8704,42641,Resurrection,"Leo Tolstoy, Louise Maude, Aylmer Maude",4.1,9482,72,"classics, drama, 19th-century-lit, recommendations, fiction-to-read"
8705,8643407,"Hard Magic (Grimnoir Chronicles, #1)",Larry Correia,4.13,10808,54,"to-read, alternate-universe, maybe, detective, books"
8706,6878614,"Storm Prey (Lucas Davenport, #20)",John Sandford,4.15,11566,6,"to-read, character, mystery-thrillers, mystery-detective, e-books"
8707,214333,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,Lee Strobel,4.1,9216,31,"to-read, partially-read, theology-philosophy, christianity-religion, sciences"
8708,11737387,"Fated (Alex Verus, #1)",Benedict Jacka,3.89,12609,52,"to-read, favourites, sf, abandoned, to-get"
8709,16077150,Instructions for a Heatwave,Maggie O'Farrell,3.62,9071,16,"to-read, family-saga, on-kindle, 2015-books, book-club-books"
8710,12022496,"Victims (Alex Delaware, #27)",Jonathan Kellerman,3.94,10482,24,"to-read, wish-list, jonathon-kellerman, jonathan-kellerman-alex-delaware, 2012-read"
8711,21530229,"The Job (Fox and O'Hare, #3)","Janet Evanovich, Lee Goldberg",3.95,11337,19,"to-read, part-of-a-series, first-reads, detective, lee-goldberg"
8712,25222064,"Old School (Diary of a Wimpy Kid, #10)",Jeff Kinney,4.28,11836,10,"to-read, e-books, 15-16-school-year, before-6th-grade, wimpy"
8713,31194270,"Evelyn, After",Victoria Helen Stone,3.64,9255,16,"currently-reading, kindle-free, mystery-crime, family, novel"
8714,751635,The Skin I'm In,Sharon G. Flake,4.13,9634,5,"to-read, summer-reading, audiobooks, novels, kids"
8715,16065538,The Eye of God (Sigma Force #9),James Rollins,4.11,9389,25,"to-read, i-own, have, read-in-2017, own-to-read"
8716,28922,An Artist of the Floating World,Kazuo Ishiguro,3.72,10430,43,"to-read, book-group, read-in-english, read-in-2014, japanese-authors"
8717,1528410,Night Train to Lisbon,"Pascal Mercier, Barbara Harshav",3.7,7838,38,"to-read, read-2013, read-in-german, audible, modern-fiction"
8718,18052985,"Romancing the Duke (Castles Ever After, #1)",Tessa Dare,3.91,15558,18,"to-read, m-f, romance-regency, guilty-pleasures, adult-romance"
8719,25176,"The Man With a Load of Mischief (Richard Jury, #1)",Martha Grimes,4.01,11947,17,"to-read, english, 1, dnf, recommended"
8720,11714997,"The Underworld (Fallen Star, #2)",Jessica Sorensen,4.12,11604,8,"to-read, loved, faeries, fae, series-books"
8721,2372,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",David McCullough,4.19,9349,52,"to-read, history-to-read, history-us, u-s-history, history-general"
8722,26116430,LaRose,Louise Erdrich,3.86,9136,113,"to-read, 2017-books, coming-of-age, owned-books, 2016-challenge"
8723,17978144,Before We Met,Lucie Whitehouse,3.43,7826,22,"to-read, drama, murder, on-kindle, 2015-books"
8724,2187270,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,"The Waiter, Steve Dublanica",3.49,10341,25,"to-read, nonfic, read-2014, read-in-2011, read-in-2014"
8725,15728721,"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",Kevin Hearne,4.2,11562,21,"to-read, the-iron-druid-chronicles, pnr-uf, calibre, short"
8726,296264,The Black Arrow,Robert Louis Stevenson,3.81,12298,40,"classics, wish-list, children-s-books, i-own, favourites"
8727,7997069,"Dead or Alive (Jack Ryan Universe, #13)","Tom Clancy, Grant Blackwood",3.79,10644,20,"to-read, my-books, paperback, books-i-have, general-fiction"
8728,563458,"Fallen Hearts (Casteel, #3)",V.C. Andrews,3.89,12450,6,"to-read, saga, my-bookshelf, read-in-2014, classics"
8729,185289,"Dragon Prince (Dragon Prince, #1)",Melanie Rawn,3.94,12739,22,"to-read, first-in-series, female-author, novels, i-own"
8730,7099389,"The Burning Wire (Lincoln Rhyme, #9)",Jeffery Deaver,4.04,11376,24,"currently-reading, my-library, books, mystery-suspense-thriller, mystery-series"
8731,166101,"River, Cross My Heart",Breena Clarke,3.47,11642,34,"to-read, read-2013, good, books-owned, own-a-copy"
8732,109499,Lies Women Believe: And the Truth that Sets Them Free,"Nancy Leigh DeMoss, Elisabeth Elliot",4.1,9714,16,"to-read, read-in-2012, home, unread, motherhood"
8733,194808,To Build a Fire,Jack London,3.92,12133,9,"short-stories, winter, historical, literature, 5-star"
8734,95659,"Invasion of the Boy Snatchers (The Clique, #4)",Lisi Harrison,3.79,13093,5,"to-read, faves, 2-stars, guilty-pleasure, young"
8735,4660,The 158-Pound Marriage,John Irving,3.22,10532,17,"to-read, ebook, unread, paperback, 2014-reads"
8736,6150530,Free: The Future of a Radical Price,Chris Anderson,3.83,10607,14,"to-read, bought, usa, price-theory, social-media"
8737,769712,Palestine,"Joe Sacco, Edward Said",4.2,9823,37,"to-read, comic-graphic-novel, society, international, comics-read"
8738,198511,Dear Theo,"Vincent van Gogh, Irving Stone, Jean   Stone",4.09,9121,33,"to-read, french, innovation, to-read-owned, adult-nonfiction"
8739,15732712,One Hundred Names,Cecelia Ahern,3.75,10994,39,"to-read, audio-books, mine, standalone, dnf"
8740,78960,"Good Wives (Little Women, #1.5)",Louisa May Alcott,3.92,13964,12,"to-read, my-bookshelf, bookshelf, youth, juvenile"
8741,16248223,The Ghost Bride,Yangsze Choo,3.74,11645,69,"to-read, literary-fiction, read-2014, novels, chinese"
8742,34941,Star Wars - Episode I: The Phantom Menace,"Terry Brooks, George Lucas",3.55,11602,10,"to-read, star_wars, finished, action, german"
8743,13096848,"Avatar: The Last Airbender (The Promise, #2)","Gene Luen Yang, Michael Dante DiMartino, Gurihiru, Bryan Konietzko",4.43,12220,8,"to-read, romance, kids-books, children-s-books, default"
8744,23844390,The Pact,Karina Halle,3.91,13354,15,"to-read, sexy, owned-books, second-chance, romance-contemporary"
8745,266765,"Girls in Love (Girls, #1)",Jacqueline Wilson,3.53,11953,9,"to-read, when-i-was-young, 3-star, finished-series, 4-stars"
8746,294613,Little Bear's Friend,"Else Holmelund Minarik, Maurice Sendak",4.3,12446,1,"to-read, for-the-girls, juv, classroom, preschool"
8747,254799,The Creative Habit: Learn It and Use It for Life,Twyla Tharp,4.0,12838,52,"to-read, ebook, writing-and-creativity, creative-life, creativity-innovation"
8748,3243517,رأيت رام الله,"Mourid Barghouti, مريد البرغوثي",4.15,8602,51,"to-read, finished, postponed, arab-world, to-consider"
8749,10429025,"A Beautiful Dark (A Beautiful Dark, #1)",Jocelyn Davies,3.9,16529,73,"to-read, to-read-series, ya-fiction, 5-stars, lost-interest"
8750,18889,"Lady of Avalon (Avalon, #3)","Marion Zimmer Bradley, Diana L. Paxson",3.88,12663,20,"to-read, feminist, part-of-a-series, home-library, fantasy-fiction"
8751,15985392,"Threat Vector (Jack Ryan Universe, #15)","Tom Clancy, Mark Greaney",4.1,8320,15,"to-read, wish-list, jack-ryan-series, leisure, jack"
8752,829313,Miles: The Autobiography,"Miles Davis, Quincy Troupe",4.18,8827,35,"to-read, to-read-nonfiction, 1980s, history-biography, personal-library"
8753,816752,"The Castle in the Attic (The Castle in the Attic, #1)",Elizabeth Winthrop,3.96,14611,33,"to-read, all-time-favorites, books-from-childhood, to-reread, fairy-tales"
8754,6303704,Does the Noise in My Head Bother You?,Steven Tyler,3.47,9312,28,"to-read, audible, bio-s, music-bios, rock-and-roll"
8755,11985631,"The Sworn Sword (The Tales of Dunk and Egg, #2)",George R.R. Martin,4.07,11291,32,"to-read, fantasy-read, grrm, read-fantasy, fantasy-science-fiction"
8756,2230284,"The Broken Window (Lincoln Rhyme, #8)",Jeffery Deaver,4.07,11706,15,"to-read, e-book, mystery-suspense-thriller, thriller-mystery, scanned"
8757,11851522,The Complete Works of H.P. Lovecraft,H.P. Lovecraft,4.34,9473,41,"to-read, modern-classics, shelfari-wishlist, books, favorite-books"
8758,22431039,"Beautiful Secret (Beautiful Bastard, #4)",Christina Lauren,4.13,17215,35,"to-read, wish-list, 2015-release, favorite-author, ibooks"
8759,17707654,"Dust (Kay Scarpetta, #21)",Patricia Cornwell,3.53,9402,33,"to-read, own-it, calibre, dnf, books-i-have"
8760,143513,The Three Sisters,Anton Chekhov,3.76,10688,16,"plays, ebook, Россия, الأدب-الروسي, university"
8761,107670,"Evil Star (The Gatekeepers, #2)",Anthony Horowitz,3.98,12391,14,"to-read, fantasia, scifi-fantasy, young-adult-fiction, 5-stars"
8762,21411887,"You Were Mine (Rosemary Beach, #9)",Abbi Glines,4.26,17714,33,"new-adult, paperback, hea, pregnancy, heartbreaking"
8763,40313,Full Tilt (Full #2),"Janet Evanovich, Charlotte Hughes",3.7,14923,15,"to-read, books-owned, borrowed, need-to-buy, read-2013"
8764,3173125,Beat the Reaper (Peter Brown #1),Josh Bazell,3.79,10987,13,"to-read, dark, new-york-city, nook, library-book"
8765,284195,Nantucket Nights,Elin Hilderbrand,3.64,9825,24,"to-read, family, contemporary-romance, want-to-read, on-kindle"
8766,99218,"The Machine Crusade (Legends of Dune, #2)","Brian Herbert, Kevin J. Anderson",3.73,10126,9,"to-read, robots, e-book, 2003, epic-fantasy"
8767,99452,"Ogre, Ogre (Xanth #5)",Piers Anthony,3.73,13795,10,"to-read, speculative-fiction, collection, adult-fiction, fantasy-fiction"
8768,892295,The Annotated Sherlock Holmes: The Four Novels and the Fifty-Six Short Stories Complete (2 Volume Set),"Arthur Conan Doyle, William S. Baring-Gould",4.58,9551,29,"to-read, in-library, 1960-1969, british-thrillers, thrillers-mystery"
8769,18693621,"Devil's Game (Reapers MC, #3)",Joanna Wylde,4.3,20085,14,"to-read, adult-romance, hot, audio, part-of-series"
8770,8793878,"The Keeping (Law of the Lycans, #3)",Nicky Charles,4.18,12852,10,"to-read, tbr, steamy, erotic, dnf"
8771,760205,There's a Nightmare in My Closet,Mercer Mayer,4.22,13413,6,"to-read, imagination, kid-s-books, my-childhood, juvenile-fiction"
8772,20768868,"Flesh and Blood (Kay Scarpetta, #22)",Patricia Cornwell,3.67,8447,35,"to-read, mystery-crime, didn-t-finish, library-book, 2014-read"
8773,441618,Breaking Free: Discover the Victory of Total Surrender,Beth Moore,4.43,9922,39,"to-read, non-fiction-read, e-book, shelfari-favorites, i-own"
8774,132609,Where's Spot?,Eric Hill,4.05,13105,1,"to-read, english, childrens-read, henry, childrensbooks"
8775,25772000,Cocky Bastard,"Penelope Ward, Vi Keeland",4.18,14964,14,"favorites, alpha-males, meh, did-not-finish, insta-love"
8776,78674,"Out to Canaan (Mitford Years, #4)",Jan Karon,4.28,12491,8,"fiction, 2001, finished, books-i-have, family"
8777,2235597,"The Dangerous Days of Daniel X (Daniel X, #1)","James Patterson, Michael Ledwidge",3.57,14222,17,"to-read, kids, ebook, youth, read-in-2008"
8778,10868182,"The Hidden Child (Patrik Hedström, #5)","Camilla Läckberg, Tiina Nunnally",3.94,7998,10,"to-read, nordic-crime, calibre, read-in-2012, mysteries-thrillers"
8779,122212,Waiting to Exhale (Waiting To Exhale #1),Terry McMillan,3.94,11315,6,"to-read, black-lit, afro-american, fiction-and-literature, oprah"
8780,8369681,Prom and Prejudice,Elizabeth Eulberg,3.82,16286,19,"to-read, re-read, p-p, jane-austen-inspired, young-adult-romance"
8781,13074,Strip Tease,Carl Hiaasen,3.82,11308,11,"to-read, listened-to, 20th-century, modern-fiction, drama"
8782,22175,Strange Pilgrims,Gabriel García Márquez,4.02,5911,13,"to-read, wish-list, en-espanol, latinoamérica, contos"
8783,760110,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",Kevin J. Anderson,3.64,12686,9,"to-read, physical, own-it, audiobook, han"
8784,456057,"Showdown (Paradise, #1)",Ted Dekker,3.93,11122,10,"to-read, christianfiction, home-library, scifi-fantasy, novel"
8785,16299341,"Thankless in Death (In Death, #37)",J.D. Robb,4.28,11740,12,"to-read, urban-fantasy, adult-fiction, favorite-authors, owned-books"
8786,46460,Call for the Dead,John le Carré,3.77,9611,33,"to-read, read-2016, e-book, ebooks, general-fiction"
8787,7999,"Marlfox (Redwall, #11)",Brian Jacques,3.99,13426,9,"to-read, childhood-favourites, read-long-ago, fantasy-science-fiction, fantasy-scifi"
8788,14028,Snow Country,"Yasunari Kawabata, Edward G. Seidensticker",3.7,9942,23,"to-read, modern-classics, my-books, japan-lit, japanese-author"
8789,122574,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,J. Maarten Troost,3.86,10292,43,"to-read, favs, adult-non-fiction, culture, read-in-2010"
8790,66470,"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",Robin Cook,3.89,11572,23,"to-read, on-the-shelf, 1998, c, other-fiction"
8791,893731,Big Trouble,Dave Barry,3.81,10954,27,"to-read, executives, action-adventure, have, to-buy"
8792,17877,The House of the Dead,"Fyodor Dostoyevsky, Ergin Altay",4.03,8354,27,"classics, روايات-مترجمة, to-get, adult-fiction, historical"
8793,342667,"A Total Waste of Makeup (Charlize Edwards, #1)",Kim Gruenenfelder,3.69,10464,48,"to-read, read-2016, want-to-read, book-club-books, adult-books"
8794,1045757,"Once (Once, #1)",Morris Gleitzman,4.2,11045,31,"to-read, borrowed, maybe, school-books, childrens-fiction"
8795,47922,"Because I'm Worth It (Gossip Girl, #4)",Cecily von Ziegesar,3.57,13443,9,"to-read, read-2011, bought, e-book, youngadult"
8796,20820995,"Deadline (Virgil Flowers, #8)",John Sandford,4.19,8057,11,"to-read, sanford-john, read-2016, school, ebooks"
